No	SampleID
3220	cg03639929
3221	cg26132097
3222	cg00460266
3223	cg13452220
3224	cg00164997
3225	cg24581939
3226	cg04633683
3227	cg02649849
3228	cg04060051
3229	cg14706739
3230	cg23335976
3231	cg19621049
3232	cg04314107
3233	cg12961926
3234	cg02610486
3235	cg06746274
3236	cg24469349
3237	cg20554008
3238	cg02991888
3239	cg03434384
3240	cg14667925
3241	cg22273530
3242	cg08928868
3243	cg04412047
3244	cg21448226
3245	cg09866576
3246	cg21651000
3247	cg11743503
3248	cg10625097
3249	cg05234681
3250	cg00460323
3251	cg00266128
3252	cg02952701
3253	cg10796305
3254	cg27388703
3255	cg19485103
3256	cg07627639
3257	cg17544584
3258	cg00832321
3259	cg09408138
3260	cg08971620
3261	cg18617686
3262	cg25159519
3263	cg04932374
3264	cg22800273
3265	cg01515074
3266	cg17335701
3267	cg11370340
3268	cg10394903
3269	cg02310296
3270	cg26919149
3271	cg13055001
3272	cg20698113
3273	cg07317452
3274	cg04991758
3275	cg18428265
3276	cg22216949
3277	cg26692531
3278	cg13810889
3279	cg13258029
3280	cg01256391
3281	cg12824877
3282	cg14765802
3283	cg26690744
3284	cg05492113
3285	cg13586551
3286	cg14524442
3287	cg19323241
3288	cg09135706
3289	cg10526227
3290	cg21598277
3291	cg06494775
3292	cg09646718
3293	cg09594361
3294	cg20459035
3295	cg24682910
3296	cg03631837
3297	cg22227603
3298	cg09864050
3299	cg01091938
3300	cg03755063
3301	cg08840199
3302	cg02770535
3303	cg07498937
3304	cg14107583
3305	cg08247202
3306	cg18012012
3307	cg08236655
3308	cg10951552
3309	cg02144647
3310	cg15091264
3311	cg12264511
3312	cg00367632
3313	cg13828610
3314	cg13365543
3315	cg10511866
3316	cg05512030
3317	cg04898939
3318	cg26467035
3319	cg21754210
3320	cg07974890
3321	cg07310406
3322	cg26239233
3323	cg07955677
3324	cg03140118
3325	cg00114478
3326	cg12439977
3327	cg05504085
3328	cg16409507
3329	cg01871539
3330	cg19423311
3331	cg04214961
3332	cg04835995
3333	cg25780389
3334	cg12236164
3335	cg24724832
3336	cg04563337
3337	cg21425893
3338	cg03231785
3339	cg11601511
3340	cg27665449
3341	cg00584174
3342	cg01480447
3343	cg00614781
3344	cg03480935
3345	cg15469272
3346	cg13843417
3347	cg11377213
3348	cg17643864
3349	cg07538293
3350	cg03551963
3351	cg20347658
3352	cg11274450
3353	cg03028386
3354	cg03852656
3355	cg24867665
3356	cg10547050
3357	cg23847017
3358	cg04648494
3359	cg01635555
3360	cg00730077
3361	cg21330727
3362	cg00431324
3363	cg21329920
3364	cg01872649
3365	cg12440187
3366	cg17095797
3367	cg07079828
3368	cg20031662
3369	cg08479615
3370	cg27303069
3371	cg22572890
3372	cg01296532
3373	cg25671716
3374	cg12742190
3375	cg15408237
3376	cg18457851
3377	cg25255025
3378	cg26277754
3379	cg11183292
3380	cg12508451
3381	cg02902975
3382	cg24585377
3383	cg04109549
3384	cg06321925
3385	cg12829814
3386	cg16329456
3387	cg18752327
3388	cg13560058
3389	cg14544448
3390	cg12559900
3391	cg01743388
3392	cg21631220
3393	cg21442003
3394	cg16195970
3395	cg02002281
3396	cg21674010
3397	cg18527583
3398	cg17799614
3399	cg10710412
3400	cg04135393
3401	cg03368155
3402	cg03547924
3403	cg24670927
3404	cg02745141
3405	cg04204138
3406	cg18680612
3407	cg25017876
3408	cg19755928
3409	cg24714910
3410	cg18889393
3411	cg12898975
3412	cg20893039
3413	cg03142741
3414	cg26726131
3415	cg19701969
3416	cg02502358
3417	cg06641366
3418	cg06659422
3419	cg24903382
3420	cg15639387
3421	cg21657788
3422	cg11653862
3423	cg19948701
3424	cg12121162
3425	cg19247043
3426	cg19343707
3427	cg27393390
3428	cg27046573
3429	cg04987431
3430	cg25787886
3431	cg03849379
3432	cg22515971
3433	cg22713306
3434	cg14914238
3435	cg21205089
3436	cg21440587
3437	cg07318867
3438	cg17665699
3439	cg02837825
3440	cg22620500
3441	cg19511947
3442	cg09457524
3443	cg14884828
3444	cg18462631
3445	cg09937516
3446	cg27105304
3447	cg24836130
3448	cg01133348
3449	cg22904147
3450	cg15596749
3451	cg22196855
3452	cg21093789
3453	cg07863159
3454	cg08951931
3455	cg23313005
3456	cg03781020
3457	cg16537122
3458	cg22196750
3459	cg11060940
3460	cg21894919
3461	cg23551494
3462	cg08274926
3463	cg24112733
3464	cg01906475
3465	cg18855080
3466	cg07310873
3467	cg23054321
3468	cg09758504
3469	cg13879776
3470	cg10778915
3471	cg23043899
3472	cg05435742
3473	cg23435915
3474	cg11338156
3475	cg01901210
3476	cg14087644
3477	cg12479098
3478	cg21903890
3479	cg06759097
3480	cg04163475
3481	cg14595075
3482	cg21029764
3483	cg11767915
3484	cg15936990
3485	cg05564954
3486	cg00455796
3487	cg22778957
3488	cg22610620
3489	cg24184634
3490	cg12398079
3491	cg23639692
3492	cg14537886
3493	cg01760983
3494	cg04423342
3495	cg05004818
3496	cg09802018
3497	cg06965174
3498	cg17955005
3499	cg16866678
3500	cg02648619
3501	cg13359332
3502	cg25833989
3503	cg24691891
3504	cg17379806
3505	cg07115110
3506	cg05949640
3507	cg16811453
3508	cg07210835
3509	cg00520933
3510	cg20284358
3511	cg08480452
3512	cg01166253
3513	cg25010691
3514	cg03582442
3515	cg17904739
3516	cg00425827
3517	cg06618298
3518	cg22144149
3519	cg00961418
3520	cg05923508
3521	cg20619374
3522	cg06148273
3523	cg21980494
3524	cg24480030
3525	cg09109996
3526	cg22643740
3527	cg21393051
3528	cg09729365
3529	cg22508999
3530	cg22122068
3531	cg22284084
3532	cg09052261
3533	cg11854219
3534	cg23600062
3535	cg24570841
3536	cg02669193
3537	cg16335762
3538	cg09193611
3539	cg25644789
3540	cg26290888
3541	cg10717816
3542	cg03396323
3543	cg08520356
3544	cg05352464
3545	cg12932253
3546	cg17419323
3547	cg04935109
3548	cg09241324
3549	cg08704509
3550	cg23392367
3551	cg04841176
3552	cg00515282
3553	cg12489960
3554	cg02583132
3555	cg07330251
3556	cg24370742
3557	cg07372700
3558	cg26377198
3559	cg14435073
3560	cg09736669
3561	cg13218284
3562	cg17300047
3563	cg11228136
3564	cg06613765
3565	cg09584521
3566	cg26759486
3567	cg09580822
3568	cg06786578
3569	cg01549069
3570	cg17955599
3571	cg23886101
3572	cg23948537
3573	cg14460919
3574	cg25269856
3575	cg17369406
3576	cg24735210
3577	cg22218464
3578	cg26960083
3579	cg00740368
3580	cg07265444
3581	cg18813575
3582	cg08939371
3583	cg00191052
3584	cg09498078
3585	cg06756413
3586	cg21661974
3587	cg12856590
3588	cg10696351
3589	cg09903452
3590	cg06476693
3591	cg11815839
3592	cg14269857
3593	cg03959186
3594	cg05228186
3595	cg24114813
3596	cg25647576
3597	cg06844181
3598	cg07746734
3599	cg00911502
3600	cg11598403
3601	cg13622530
3602	cg06804564
3603	cg01335127
3604	cg02997560
3605	cg22089717
3606	cg10179300
3607	cg23837299
3608	cg16411054
3609	cg05868410
3610	cg07199561
3611	cg22681255
3612	cg19985362
3613	cg00455386
3614	cg11544506
3615	cg12608132
3616	cg00905746
3617	cg22029587
3618	cg04430744
3619	cg04947764
3620	cg16051561
3621	cg18724200
3622	cg15031003
3623	cg01653532
3624	cg01457883
3625	cg08160496
3626	cg05999752
3627	cg07232296
3628	cg27605638
3629	cg05605029
3630	cg15033153
3631	cg20426764
3632	cg06629700
3633	cg12811969
3634	cg13337095
3635	cg08296295
3636	cg19109581
3637	cg09098393
3638	cg21028633
3639	cg06788072
3640	cg14452028
3641	cg24765459
3642	cg12918357
3643	cg13347170
3644	cg13140267
3645	cg12752142
3646	cg08385173
3647	cg18956547
3648	cg26989544
3649	cg09968214
3650	cg05067125
3651	cg23044178
3652	cg19739407
3653	cg01302853
3654	cg04847577
3655	cg23360308
3656	cg00440023
3657	cg14770102
3658	cg22895857
3659	cg05000403
3660	cg05966699
3661	cg25339546
3662	cg14388009
3663	cg01703858
3664	cg09040896
3665	cg13020870
3666	cg15147398
3667	cg20211831
3668	cg01121275
3669	cg06563616
3670	cg04400433
3671	cg14468077
3672	cg26217847
3673	cg01760788
3674	cg00303665
3675	cg13525316
3676	cg11174431
3677	cg19072239
3678	cg01745932
3679	cg10834070
3680	cg24341252
3681	cg03229772
3682	cg12283398
3683	cg07294541
3684	cg26514793
3685	cg24460884
3686	cg23045908
3687	cg08260025
3688	cg24470734
3689	cg13789303
3690	cg22221320
3691	cg24791843
3692	cg07606885
3693	cg03413738
3694	cg08647349
3695	cg17176609
3696	cg14255417
3697	cg01429387
3698	cg10005998
3699	cg26993674
3700	cg26103207
3701	cg21733638
3702	cg15704807
3703	cg21652471
3704	cg07044757
3705	cg17335108
3706	cg11961243
3707	cg11018604
3708	cg15055773
3709	cg22468751
3710	cg11478974
3711	cg22632444
3712	cg03413202
3713	cg03813036
3714	cg03036452
3715	cg24045875
3716	cg04789403
3717	cg26397424
3718	cg15689632
3719	cg05291508
3720	cg10250177
3721	cg09711488
3722	cg22528123
3723	cg12269161
3724	cg17321617
3725	cg13284574
3726	cg25524658
3727	cg24197536
3728	cg07878065
3729	cg24473281
3730	cg00246451
3731	cg04696494
3732	cg00866953
3733	cg00829435
3734	cg15396830
3735	cg14657353
3736	cg07956867
3737	cg19204958
3738	cg04762768
3739	cg25498715
3740	cg04129911
3741	cg03183608
3742	cg20297544
3743	cg13817994
3744	cg16480959
3745	cg20033307
3746	cg03801404
3747	cg01847457
3748	cg09916013
3749	cg17753877
3750	cg21355523
3751	cg26101070
3752	cg08130084
3753	cg12001636
3754	cg15111093
3755	cg10110857
3756	cg06957155
3757	cg24765521
3758	cg07502417
3759	cg22505006
3760	cg06592439
3761	cg08764872
3762	cg21820394
3763	cg16697418
3764	cg08438609
3765	cg17739287
3766	cg18772399
3767	cg21889703
3768	cg14559259
3769	cg26764421
3770	cg00320938
3771	cg25507845
3772	cg13098432
3773	cg16861355
3774	cg02924943
3775	cg27607849
3776	cg16944296
3777	cg14722315
3778	cg10491108
3779	cg20860265
3780	cg25802734
3781	cg06275706
3782	cg06498520
3783	cg01329577
3784	cg22078179
3785	cg10656128
3786	cg05357039
3787	cg26131026
3788	cg23509850
3789	cg16490596
3790	cg10109635
3791	cg16352830
3792	cg09992746
3793	cg21694531
3794	cg20747374
3795	cg23055735
3796	cg15930276
3797	cg06456031
3798	cg03307769
3799	cg10041505
3800	cg23520084
3801	cg15322932
3802	cg19070952
3803	cg10086741
3804	cg20750058
3805	cg05802478
3806	cg16787477
3807	cg20641280
3808	cg24064437
3809	cg15749858
3810	cg09860381
3811	cg08148891
3812	cg24467337
3813	cg08232855
3814	cg13406593
3815	cg20836264
3816	cg12115081
3817	cg11318133
3818	cg09525295
3819	cg03081045
3820	cg00189975
3821	cg03204139
3822	cg14810313
3823	cg04679072
3824	cg13618776
3825	cg03227353
3826	cg10587854
3827	cg11479419
3828	cg14245173
3829	cg26828592
3830	cg20015040
3831	cg26744460
3832	cg00231049
3833	cg19952435
3834	cg02670141
3835	cg05032848
3836	cg17259602
3837	cg01022801
3838	cg10605064
3839	cg18534077
3840	cg19291576
3841	cg22648638
3842	cg03172023
3843	cg10215073
3844	cg27625552
3845	cg23212248
3846	cg17890932
3847	cg07509708
3848	cg08177490
3849	cg09683533
3850	cg20518242
3851	cg16507213
3852	cg19360009
3853	cg14862271
3854	cg13783323
3855	cg18017207
3856	cg13077752
3857	cg22413784
3858	cg08528170
3859	cg24249248
3860	cg07215736
3861	cg13868625
3862	cg27532676
3863	cg06300523
3864	cg03206779
3865	cg01982835
3866	cg01308913
3867	cg26129027
3868	cg02578956
3869	cg14029240
3870	cg03862291
3871	cg00812529
3872	cg22171993
3873	cg22796593
3874	cg12163407
3875	cg22587857
3876	cg10765603
3877	cg14908245
3878	cg19981243
3879	cg26146412
3880	cg06560547
3881	cg27478224
3882	cg07826197
3883	cg02636890
3884	cg09555544
3885	cg01292980
3886	cg13940104
3887	cg15938050
3888	cg25827744
3889	cg07153164
3890	cg08003102
3891	cg26501369
3892	cg00074735
3893	cg27225130
3894	cg14601312
3895	cg25148705
3896	cg02289045
3897	cg24045348
3898	cg07105152
3899	cg01279219
3900	cg24645812
3901	cg15676292
3902	cg27659622
3903	cg23204757
3904	cg27106049
3905	cg18803537
3906	cg18331348
3907	cg15193740
3908	cg11232658
3909	cg03677952
3910	cg23041081
3911	cg25155430
3912	cg09994323
3913	cg13437525
3914	cg06091539
3915	cg16663147
3916	cg04494298
3917	cg10823818
3918	cg23212465
3919	cg26485159
3920	cg24840099
3921	cg20967819
3922	cg14270162
3923	cg12557041
3924	cg04252362
3925	cg20727187
3926	cg03030858
3927	cg10276968
3928	cg18864124
3929	cg23063536
3930	cg09952451
3931	cg10164300
3932	cg04796818
3933	cg14331226
3934	cg24669389
3935	cg01772014
3936	cg06162995
3937	cg02900213
3938	cg26622198
3939	cg05102445
3940	cg11707391
3941	cg26223366
3942	cg23606396
3943	cg10097667
3944	cg02582023
3945	cg27471192
3946	cg23473396
3947	cg15855767
3948	cg20804503
3949	cg24402861
3950	cg21388906
3951	cg10668781
3952	cg08972363
3953	cg09511190
3954	cg02563407
3955	cg04119852
3956	cg20414098
3957	cg01423251
3958	cg03024979
3959	cg24895371
3960	cg06715628
3961	cg14561694
3962	cg19700955
3963	cg11361698
3964	cg13443768
3965	cg22608202
3966	cg19562707
3967	cg05639508
3968	cg07748963
3969	cg11807329
3970	cg27640763
3971	cg04895001
3972	cg02515839
3973	cg19258328
3974	cg07797709
3975	cg23389013
3976	cg11831003
3977	cg26484483
3978	cg07375700
3979	cg17053996
3980	cg04309384
3981	cg01854076
3982	cg00991994
3983	cg13436930
3984	cg00238818
3985	cg00662612
3986	cg01202775
3987	cg23180891
3988	cg05171643
3989	cg06200966
3990	cg00834924
3991	cg13527169
3992	cg22855225
3993	cg06776534
3994	cg26713219
3995	cg05322837
3996	cg18433784
3997	cg16268473
3998	cg06926818
3999	cg26908399
4000	cg19308222
4001	cg01614716
4002	cg20167589
4003	cg18113094
4004	cg23323414
4005	cg22685215
4006	cg12646786
4007	cg12190044
4008	cg03889013
4009	cg02317832
4010	cg15150052
4011	cg08994384
4012	cg16938400
4013	cg11873311
4014	cg26031318
4015	cg14356799
4016	cg01883482
4017	cg04101194
4018	cg15327851
4019	cg18086868
4020	cg14493571
4021	cg11826038
4022	cg11955491
4023	cg09922085
4024	cg02383163
4025	cg15580213
4026	cg07367300
4027	cg16540393
4028	cg07821620
4029	cg19342791
4030	cg11124260
4031	cg08950945
4032	cg26562691
4033	cg02837128
4034	cg05365950
4035	cg12136933
4036	cg20920163
4037	cg25842107
4038	cg24707290
4039	cg26189060
4040	cg17372026
4041	cg05590755
4042	cg26999423
4043	cg24461557
4044	cg02466397
4045	cg13822911
4046	cg08901429
4047	cg26686403
4048	cg15952963
4049	cg11979818
4050	cg22973012
4051	cg24427018
4052	cg16202338
4053	cg26748224
4054	cg17683529
4055	cg09228833
4056	cg13506670
4057	cg06485774
4058	cg15264354
4059	cg15776495
4060	cg13767001
4061	cg15526081
4062	cg07754669
4063	cg00681018
4064	cg25954315
4065	cg25685510
4066	cg25961816
4067	cg18960629
4068	cg04557057
4069	cg26151767
4070	cg08548409
4071	cg23525355
4072	cg18529010
4073	cg05354364
4074	cg10901900
4075	cg27234340
4076	cg13982601
4077	cg04104119
4078	cg27582384
4079	cg03983223
4080	cg00590761
4081	cg14750757
4082	cg12234782
4083	cg15665203
4084	cg08521539
4085	cg24617176
4086	cg15414132
4087	cg21261382
4088	cg00932875
4089	cg22788065
4090	cg01063003
4091	cg10966876
4092	cg26567216
4093	cg14554423
4094	cg04075990
4095	cg00959464
4096	cg00709423
4097	cg05417332
4098	cg18911718
4099	cg15750131
4100	cg04669722
4101	cg25054497
4102	cg11635677
4103	cg04683612
4104	cg04911919
4105	cg17266123
4106	cg23619910
4107	cg26782583
4108	cg02528864
4109	cg23283839
4110	cg02184010
4111	cg22858366
4112	cg17129687
4113	cg15874661
4114	cg07403525
4115	cg09517631
4116	cg04731084
4117	cg11366517
4118	cg10427501
4119	cg22749750
4120	cg13634681
4121	cg13852093
4122	cg09480047
4123	cg20241551
4124	cg04977784
4125	cg07363657
4126	cg13670306
4127	cg19769982
4128	cg18537013
4129	cg08478619
4130	cg19802639
4131	cg14064356
4132	cg10205960
4133	cg13782035
4134	cg10354730
4135	cg01320433
4136	cg04217070
4137	cg15008124
4138	cg17372426
4139	cg18160090
4140	cg00992042
4141	cg02147055
4142	cg16333846
4143	cg00843464
4144	cg16090701
4145	cg07486252
4146	cg27579609
4147	cg07501233
4148	cg10877822
4149	cg24169459
4150	cg03895496
4151	cg23192604
4152	cg15617177
4153	cg18632516
4154	cg09043456
4155	cg12011811
4156	cg00356694
4157	cg27553372
4158	cg19458968
4159	cg22171277
4160	cg06869158
4161	cg03732398
4162	cg08595342
4163	cg08592683
4164	cg15609098
4165	cg16717959
4166	cg06794612
4167	cg12536279
4168	cg08007074
4169	cg20776042
4170	cg18082735
4171	cg17185775
4172	cg01525427
4173	cg07473808
4174	cg02306082
4175	cg03194064
4176	cg15303560
4177	cg10127085
4178	cg06658404
4179	cg17978625
4180	cg22986591
4181	cg06495539
4182	cg13057030
4183	cg04357965
4184	cg03272195
4185	cg23464148
4186	cg17207337
4187	cg09652142
4188	cg16552822
4189	cg10312947
4190	cg18676070
4191	cg09441413
4192	cg13506158
4193	cg20569672
4194	cg16382974
4195	cg03043417
4196	cg05439421
4197	cg22240394
4198	cg17020713
4199	cg04730372
4200	cg19929625
4201	cg02981716
4202	cg10216814
4203	cg25100923
4204	cg04219544
4205	cg04719462
4206	cg09889828
4207	cg05839767
4208	cg25717113
4209	cg14185547
4210	cg24626646
4211	cg22894441
4212	cg19437284
4213	cg11704667
4214	cg11964154
4215	cg19678937
4216	cg03357456
4217	cg11929279
4218	cg13294652
4219	cg22777231
4220	cg16863617
4221	cg23669186
4222	cg24523415
4223	cg20319152
4224	cg07828024
4225	cg18314571
4226	cg25304928
4227	cg14833385
4228	cg12338956
4229	cg08286761
4230	cg00203364
4231	cg09521647
4232	cg09293822
4233	cg04792966
4234	cg04542869
4235	cg21041011
4236	cg19288676
4237	cg02873783
4238	cg14471778
4239	cg09323400
4240	cg06510261
4241	cg26904260
4242	cg26894278
4243	cg07208541
4244	cg08887742
4245	cg19862769
4246	cg20287074
4247	cg19075945
4248	cg02067251
4249	cg05590294
4250	cg21743236
4251	cg08245578
4252	cg08424184
4253	cg13319446
4254	cg24364998
4255	cg02254620
4256	cg18532910
4257	cg12613255
4258	cg06350279
4259	cg06733198
4260	cg04048517
4261	cg25961805
4262	cg08939463
4263	cg27620173
4264	cg04913063
4265	cg21544402
4266	cg23093815
4267	cg12536660
4268	cg05372521
4269	cg03037030
4270	cg13858227
4271	cg19057008
4272	cg22189357
4273	cg21266798
4274	cg06942649
4275	cg00733786
4276	cg14529347
4277	cg08260395
4278	cg17025741
4279	cg02666257
4280	cg12793733
4281	cg16793483
4282	cg05454441
4283	cg02123704
4284	cg19537443
4285	cg14837695
4286	cg12970547
4287	cg22964184
4288	cg23338697
4289	cg18117347
4290	cg20307598
4291	cg01591025
4292	cg26096837
4293	cg13887021
4294	cg15340629
4295	cg05516136
4296	cg03671627
4297	cg04955630
4298	cg02987250
4299	cg11924895
4300	cg13294447
4301	cg05516390
4302	cg19925872
4303	cg04805131
4304	cg03213374
4305	cg25879102
4306	cg26585701
4307	cg19940969
4308	cg07999732
4309	cg13045351
4310	cg15389025
4311	cg17606125
4312	cg23647711
4313	cg10713220
4314	cg12776720
4315	cg19796617
4316	cg04113418
4317	cg03709475
4318	cg13627479
4319	cg25233950
4320	cg25527494
4321	cg07603058
4322	cg10300895
4323	cg16353624
4324	cg26668129
4325	cg01179713
4326	cg16286551
4327	cg15735736
4328	cg04642300
4329	cg08574218
4330	cg08083242
4331	cg11633770
4332	cg04756252
4333	cg09905727
4334	cg16595042
4335	cg06447795
4336	cg26072483
4337	cg20264550
4338	cg02665122
4339	cg26344513
4340	cg15149273
4341	cg00677697
4342	cg06977775
4343	cg13215456
4344	cg18483459
4345	cg26305062
4346	cg10651168
4347	cg05634622
4348	cg23891354
4349	cg26902804
4350	cg17467972
4351	cg23344761
4352	cg12235788
4353	cg09029902
4354	cg09538287
4355	cg23328404
4356	cg00532335
4357	cg04286030
4358	cg00726993
4359	cg04689188
4360	cg03404272
4361	cg03095055
4362	cg26853536
4363	cg15851014
4364	cg02300143
4365	cg10192198
4366	cg09618141
4367	cg07749294
4368	cg03360907
4369	cg22507615
4370	cg17490790
4371	cg10513852
4372	cg18373382
4373	cg21862957
4374	cg14723921
4375	cg18029222
4376	cg10721278
4377	cg10531352
4378	cg06972903
4379	cg01286319
4380	cg14233507
4381	cg06040535
4382	cg02630186
4383	cg23064996
4384	cg01829945
4385	cg01364865
4386	cg15708990
4387	cg22481405
4388	cg04697094
4389	cg03521113
4390	cg16697266
4391	cg02955377
4392	cg27613737
4393	cg09076433
4394	cg13769548
4395	cg25805864
4396	cg22280671
4397	cg19515108
4398	cg20868817
4399	cg24208369
4400	cg02091188
4401	cg02094835
4402	cg07863409
4403	cg16740022
4404	cg06511395
4405	cg20967739
4406	cg07113025
4407	cg04728045
4408	cg22069666
4409	cg09557991
4410	cg18105279
4411	cg11114275
4412	cg13753585
4413	cg05624146
4414	cg04022888
4415	cg12453836
4416	cg23037642
4417	cg06821999
4418	cg15016628
4419	cg15033098
4420	cg01218206
4421	cg07014020
4422	cg05670175
4423	cg03974400
4424	cg20390513
4425	cg20038346
4426	cg14344157
4427	cg02945374
4428	cg11948367
4429	cg19626060
4430	cg09655230
4431	cg21226412
4432	cg02300147
4433	cg16415476
4434	cg00921058
4435	cg25997979
4436	cg05361415
4437	cg23575099
4438	cg04997047
4439	cg07559526
4440	cg11553245
4441	cg00046575
4442	cg14497040
4443	cg05519104
4444	cg12250872
4445	cg24298897
4446	cg13517754
4447	cg05143255
4448	cg23343021
4449	cg07204005
4450	cg21916479
4451	cg07196462
4452	cg11546385
4453	cg25310867
4454	cg12294310
4455	cg15867652
4456	cg18680969
4457	cg17839796
4458	cg10418263
4459	cg20193323
4460	cg13710369
4461	cg11226913
4462	cg01977413
4463	cg17572800
4464	cg21221992
4465	cg05433391
4466	cg17755554
4467	cg11329371
4468	cg11622324
4469	cg17854510
4470	cg22379175
4471	cg19563250
4472	cg07974307
4473	cg26070824
4474	cg19519980
4475	cg19319487
4476	cg26579909
4477	cg17459944
4478	cg09869678
4479	cg08861717
4480	cg19141258
4481	cg11765109
4482	cg00066751
4483	cg13578303
4484	cg04132540
4485	cg15875654
4486	cg17028769
4487	cg02113429
4488	cg11097291
4489	cg26871180
4490	cg13219063
4491	cg22692608
4492	cg21253459
4493	cg02826541
4494	cg16775542
4495	cg11074047
4496	cg09157051
4497	cg13715956
4498	cg24185736
4499	cg25342059
4500	cg13767900
4501	cg17302906
4502	cg05341781
4503	cg06677013
4504	cg16077325
4505	cg08365609
4506	cg24228915
4507	cg26781303
4508	cg14652773
4509	cg12601909
4510	cg18993732
4511	cg13363708
4512	cg01631777
4513	cg05763799
4514	cg07095347
4515	cg07356438
4516	cg05111146
4517	cg13671582
4518	cg17306740
4519	cg14375478
4520	cg25252839
4521	cg00000165
4522	cg11598929
4523	cg00377794
4524	cg17515932
4525	cg10078009
4526	cg16138677
4527	cg27377353
4528	cg25841625
4529	cg00811352
4530	cg22090192
4531	cg15027294
4532	cg22921546
4533	cg08203460
4534	cg06671642
4535	cg02518245
4536	cg06158754
4537	cg07931416
4538	cg01084990
4539	cg05995991
4540	cg20429981
4541	cg03202506
4542	cg14637549
4543	cg14536682
4544	cg04615639
4545	cg01718920
4546	cg08359431
4547	cg21699506
4548	cg18746073
4549	cg14348288
4550	cg06282329
4551	cg19722551
4552	cg11711265
4553	cg00992454
4554	cg01825276
4555	cg17627779
4556	cg22036069
4557	cg22129885
4558	cg15909548
4559	cg25179758
4560	cg18515872
4561	cg00986191
4562	cg04111510
4563	cg08248600
4564	cg09388590
4565	cg19671391
4566	cg13905822
4567	cg01864750
4568	cg12379307
4569	cg04895971
4570	cg06202829
4571	cg00629688
4572	cg03725293
4573	cg02513449
4574	cg19662035
4575	cg00252442
4576	cg12930176
4577	cg14937898
4578	cg06136451
4579	cg04962479
4580	cg21184172
4581	cg15877140
4582	cg04673385
4583	cg17237287
4584	cg17118948
4585	cg16174121
4586	cg20727326
4587	cg11003814
4588	cg13994232
4589	cg19476053
4590	cg24980904
4591	cg10423682
4592	cg02351595
4593	cg07247410
4594	cg26489108
4595	cg19204757
4596	cg06173833
4597	cg26341457
4598	cg22509036
4599	cg01217880
4600	cg00071863
4601	cg12104165
4602	cg05733063
4603	cg01083093
4604	cg21292033
4605	cg16147932
4606	cg02744457
4607	cg22164891
4608	cg20071203
4609	cg00614360
4610	cg12160575
4611	cg09307794
4612	cg09923443
4613	cg00187837
4614	cg25748887
4615	cg15963417
4616	cg05679186
4617	cg08940732
4618	cg25181854
4619	cg03943568
4620	cg19021761
4621	cg21715346
4622	cg25759160
4623	cg11179621
4624	cg20090312
4625	cg13740187
4626	cg21209091
4627	cg26668989
4628	cg02923622
4629	cg08024887
4630	cg24250653
4631	cg06511149
4632	cg18132208
4633	cg12053004
4634	cg23622893
4635	cg09718037
4636	cg09451215
4637	cg11870407
4638	cg25838818
4639	cg00770861
4640	cg20129298
4641	cg19136632
4642	cg27140216
4643	cg13902102
4644	cg26155867
4645	cg20847827
4646	cg06774726
4647	cg19008692
4648	cg06166767
4649	cg23212799
4650	cg11202254
4651	cg25845367
4652	cg00948857
4653	cg27286790
4654	cg16765889
4655	cg25968748
4656	cg05553253
4657	cg12407996
4658	cg06570075
4659	cg03489974
4660	cg26059292
4661	cg00551609
4662	cg20210689
4663	cg10885151
4664	cg25409990
4665	cg05211862
4666	cg07329024
4667	cg21838333
4668	cg15106499
4669	cg26534425
4670	cg17466131
4671	cg13119578
4672	cg20632143
4673	cg09486548
4674	cg00265801
4675	cg27305214
4676	cg19120985
4677	cg16431531
4678	cg07504182
4679	cg15073631
4680	cg24705402
4681	cg22171613
4682	cg16100871
4683	cg11498228
4684	cg02795540
4685	cg11441693
4686	cg12528214
4687	cg06252985
4688	cg27611750
4689	cg09439560
4690	cg12878716
4691	cg19642402
4692	cg23457862
4693	cg06385087
4694	cg06161550
4695	cg15553181
4696	cg08390568
4697	cg27165626
4698	cg06292624
4699	cg08872738
4700	cg17153138
4701	cg21205663
4702	cg19350729
4703	cg18834082
4704	cg03379294
4705	cg14932277
4706	cg03834338
4707	cg15591136
4708	cg15240990
4709	cg16371864
4710	cg22140866
4711	cg13623749
4712	cg05164634
4713	cg00655679
4714	cg13199232
4715	cg14176836
4716	cg23966736
4717	cg14434876
4718	cg05052894
4719	cg23615096
4720	cg04002454
4721	cg07244414
4722	cg20145079
4723	cg23052210
4724	cg12883878
4725	cg04232850
4726	cg08610982
4727	cg19128261
4728	cg01678313
4729	cg22927807
4730	cg16120742
4731	cg17156011
4732	cg11099463
4733	cg04662551
4734	cg19759804
4735	cg09754134
4736	cg17552714
4737	cg14257429
4738	cg00360769
4739	cg10445599
4740	cg12399536
4741	cg09428251
4742	cg08820888
4743	cg07638857
4744	cg09428349
4745	cg17834833
4746	cg08093719
4747	cg00231528
4748	cg24086788
4749	cg18921541
4750	cg15699321
4751	cg13673568
4752	cg17530411
4753	cg19827346
4754	cg18826637
4755	cg13508175
4756	cg26600181
4757	cg18258224
4758	cg20063954
4759	cg15321957
4760	cg02368064
4761	cg27315157
4762	cg15132440
4763	cg08877951
4764	cg00993365
4765	cg18538785
4766	cg08382827
4767	cg06554342
4768	cg11219690
4769	cg16100138
4770	cg12853247
4771	cg01432609
4772	cg11793332
4773	cg24217144
